0,0.0
1,0.0
2,0.00038663958733194565
3,0.0007473328146069737
4,0.001474168936564983
5,0.002808987229887854
6,0.005666345703586814
7,0.011469141513294267
8,0.021811304835040263
9,0.08548345727646822
10,0.16991784609718788
11,0.49300381800669707
12,0.9572029946929266
13,2.526095151780156
14,4.954015883382982
15,12.140164111703035
16,23.804243356280463
17,46.67721873110664
18,91.52833429238106
19,215.33332933991758
20,492.80008295170273
21,1103.2771208071508
22,2699.9708203828745
23,4774.306241978313
24,13521.19891969399
25,24485.098881469177
26,51982.70489236309
27,94099.75543076018
28,215281.09642064135
29,422141.4204157979
30,886733.6119392669
31,1970557.9341539154
32,3863947.7602768657
33,9804924.818800526
34,17455895.94661587
35,37739351.30543616
36,73840501.272796
37,184618379.84866393
38,335860225.2199014
39,683858724.8310344
40,1440258324.8861015
41,2824175604.68451
42,7255766288.749599
43,18539187137.949726
44,44210140022.737526
45,56136150641.98788
46,115716789913.46368
47,254569031889.7622
48,499092708250.2001
49,872345211234.4391
